race_id,馬名,馬番,tags,comment
20260502_TOKYO_01,ホウオウロレンシア,15,"[{""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は11位（スコア: 20.4）。トップとの指数差が71.6とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。高杉騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_01,コウユーニポポニコ,10,[],16頭立て中、AIによる総合指数は12位（スコア: 20.2）。トップとの指数差が71.8とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は▲石田騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_01,プレシャスフェザー,8,[],16頭立て中、AIによる総合指数は13位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は石橋脩騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_01,ジェイエルグリーン,6,[],16頭立て中、AIによる総合指数は14位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は△長浜騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_01,ワンダーパリエンス,4,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は15位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の柴田大騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_01,リナクィーンアスク,16,"[{""label"": ""外枠"", ""type"": ""neutral""}]",16頭立て中、AIによる総合指数は16位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。西塚騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_02,プレースメント,3,"[{""label"": ""AI本命◎"", ""type"": ""good""}, {""label"": ""過剰人気"", ""type"": ""bad""}]",14頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。単勝2.8倍と世間の人気は一本被りしているが、AIの勝率評価は0.3%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。鞍上はルメール騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_02,フッカツノジャンボ,2,"[{""label"": ""対抗○"", ""type"": ""good""}, {""label"": ""好枠(内)"", ""type"": ""neutral""}]",14頭立て中、AIによる総合指数は2位（スコア: 64.4）。指数トップの馬とはわずか27.6ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の木幡巧騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_02,ウインビギニング,5,"[{""label"": ""過剰人気"", ""type"": ""bad""}]",14頭立て中、AIによる総合指数は3位（スコア: 37.3）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。単勝1.4倍と世間の人気は一本被りしているが、AIの勝率評価は0.6%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。鞍上はレーン騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_02,コーディアリティ,11,"[{""label"": ""外枠"", ""type"": ""neutral""}]",14頭立て中、AIによる総合指数は4位（スコア: 29.0）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。ディー騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_02,リバーブレーション,1,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",14頭立て中、AIによる総合指数は5位（スコア: 28.1）。トップとの指数差が63.9とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の△長浜騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_02,ツインドライヴ,14,"[{""label"": ""外枠"", ""type"": ""neutral""}]",14頭立て中、AIによる総合指数は6位（スコア: 27.3）。トップとの指数差が64.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。▲石田騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_02,ユイノスレチガイ,9,[],14頭立て中、AIによる総合指数は7位（スコア: 26.2）。トップとの指数差が65.8とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は田辺騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_02,コーリンクレア,4,[],14頭立て中、AIによる総合指数は8位（スコア: 25.4）。トップとの指数差が66.6とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は石橋脩騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_02,ウィリーズロック,13,"[{""label"": ""外枠"", ""type"": ""neutral""}]",14頭立て中、AIによる総合指数は9位（スコア: 24.3）。トップとの指数差が67.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。原騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_02,アミナス,7,[],14頭立て中、AIによる総合指数は10位（スコア: 24.2）。トップとの指数差が67.8とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は岩田康騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_02,ベリルスフィア,6,"[{""label"": ""AI穴▲"", ""type"": ""good""}]",14頭立て中、AIによる総合指数は11位（スコア: 20.4）。トップとの指数差が71.6とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は佐々木騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_02,ダズルオーロラ,8,[],14頭立て中、AIによる総合指数は12位（スコア: 20.4）。トップとの指数差が71.6とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は小林脩騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_02,スチールナイト,12,"[{""label"": ""外枠"", ""type"": ""neutral""}]",14頭立て中、AIによる総合指数は13位（スコア: 20.3）。トップとの指数差が71.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。黛騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_02,パワポケグッド,10,[],14頭立て中、AIによる総合指数は14位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は小林凌騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_03,ブルーフレア,9,"[{""label"": ""AI本命◎"", ""type"": ""good""}]",9頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。鞍上は大野騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_03,ナウオアネヴァー,7,"[{""label"": ""対抗○"", ""type"": ""good""}, {""label"": ""過剰人気"", ""type"": ""bad""}]",9頭立て中、AIによる総合指数は2位（スコア: 73.5）。指数トップの馬とはわずか18.5ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。単勝2.8倍と世間の人気は一本被りしているが、AIの勝率評価は0.3%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。鞍上は川又騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_03,リオンサーガ,3,"[{""label"": ""AI穴▲"", ""type"": ""good""}]",9頭立て中、AIによる総合指数は3位（スコア: 46.3）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。鞍上は高杉騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_03,キングオブストーム,4,[],9頭立て中、AIによる総合指数は4位（スコア: 41.9）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。鞍上は△長浜騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_03,アイムスティルミー,1,[],9頭立て中、AIによる総合指数は5位（スコア: 34.5）。トップとの指数差が57.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の江田照騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_03,タニセンローマ,5,[],9頭立て中、AIによる総合指数は6位（スコア: 26.3）。トップとの指数差が65.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は岩田康騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_03,オーキッドワン,2,[],9頭立て中、AIによる総合指数は7位（スコア: 23.1）。トップとの指数差が68.9とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の柴田大騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_03,ニシノモリミチ,6,[],9頭立て中、AIによる総合指数は8位（スコア: 22.3）。トップとの指数差が69.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は横山武騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_03,クアッドフォルツァ,8,[],9頭立て中、AIによる総合指数は9位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上はディー騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_04,スワーヴマルス,6,"[{""label"": ""AI本命◎"", ""type"": ""good""}]",10頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。鞍上は武豊騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_04,サトノスターライト,2,"[{""label"": ""対抗○"", ""type"": ""good""}]",10頭立て中、AIによる総合指数は2位（スコア: 64.4）。指数トップの馬とはわずか27.6ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の大野騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_04,シーラス,1,"[{""label"": ""過剰人気"", ""type"": ""bad""}]",10頭立て中、AIによる総合指数は3位（スコア: 38.7）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。単勝2.2倍と世間の人気は一本被りしているが、AIの勝率評価は0.4%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上のレーン騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_04,ピコペアシェイプ,8,[],10頭立て中、AIによる総合指数は4位（スコア: 24.6）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。鞍上は北村宏騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_04,エバーシャンティ,5,[],10頭立て中、AIによる総合指数は5位（スコア: 23.3）。トップとの指数差が68.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は戸崎圭騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_04,タイドグラフ,10,[],10頭立て中、AIによる総合指数は6位（スコア: 22.5）。トップとの指数差が69.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は横山武騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_04,ブルーリファール,4,[],10頭立て中、AIによる総合指数は7位（スコア: 22.0）。トップとの指数差が70.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は石橋脩騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_04,コスモアマデウス,3,[],10頭立て中、AIによる総合指数は8位（スコア: 21.0）。トップとの指数差が71.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は柴田大騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_04,カキュウ,7,"[{""label"": ""AI穴▲"", ""type"": ""good""}]",10頭立て中、AIによる総合指数は9位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は西塚騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_04,トップオブザキング,9,[],10頭立て中、AIによる総合指数は10位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は▲石田騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,イージーライダー,4,"[{""label"": ""AI本命◎"", ""type"": ""good""}, {""label"": ""好枠(内)"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の戸崎圭騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_05,フェルミアーク,3,"[{""label"": ""対抗○"", ""type"": ""good""}, {""label"": ""好枠(内)"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は2位（スコア: 72.2）。指数トップの馬とはわずか19.8ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。内枠（2枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上のルメール騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_05,ザバルガド,11,[],18頭立て中、AIによる総合指数は3位（スコア: 66.5）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。鞍上は△長浜騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,サムハラ,16,"[{""label"": ""外枠"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は4位（スコア: 62.9）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。▲石田騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_05,ファンシーズ,1,"[{""label"": ""AI穴▲"", ""type"": ""good""}, {""label"": ""好枠(内)"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は5位（スコア: 61.8）。トップとの指数差が30.2とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の田辺騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_05,ノボリフジ,14,"[{""label"": ""外枠"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は6位（スコア: 42.6）。トップとの指数差が49.4とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。松岡騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_05,レオアジャイル,6,[],18頭立て中、AIによる総合指数は7位（スコア: 42.5）。トップとの指数差が49.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は武豊騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,グロリアスマーチ,15,"[{""label"": ""外枠"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は8位（スコア: 33.6）。トップとの指数差が58.4とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。佐々木騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_05,イヌボウノウタゴエ,9,[],18頭立て中、AIによる総合指数は9位（スコア: 24.5）。トップとの指数差が67.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は横山武騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,サンデースマッシュ,10,[],18頭立て中、AIによる総合指数は10位（スコア: 22.0）。トップとの指数差が70.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上はレーン騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,シャルトル,5,[],18頭立て中、AIによる総合指数は11位（スコア: 21.8）。トップとの指数差が70.2とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は三浦騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,ピエドゥラパン,12,[],18頭立て中、AIによる総合指数は12位（スコア: 21.8）。トップとの指数差が70.2とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は津村騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,スミッコディスコ,8,[],18頭立て中、AIによる総合指数は13位（スコア: 21.8）。トップとの指数差が70.2とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は横山和騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,タイキプレジール,18,"[{""label"": ""外枠"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は14位（スコア: 21.1）。トップとの指数差が70.9とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。石橋脩騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_05,ラベンダーヘイズ,17,"[{""label"": ""外枠"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は15位（スコア: 20.8）。トップとの指数差が71.2とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（8枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。木幡巧騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_05,テルケンレンスキー,13,"[{""label"": ""外枠"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は16位（スコア: 20.5）。トップとの指数差が71.5とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。外枠（7枠）に入ったことで距離ロスや展開の不利を受けるリスクがある。大野騎手の手腕によるポジション取りがカギを握る。
20260502_TOKYO_05,スタートレイン,7,[],18頭立て中、AIによる総合指数は17位（スコア: 20.3）。トップとの指数差が71.7とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。鞍上は原騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_05,フレンドモナコ,2,"[{""label"": ""好枠(内)"", ""type"": ""neutral""}]",18頭立て中、AIによる総合指数は18位（スコア: 20.0）。トップとの指数差が72.0とやや開いており、能力だけでねじ伏せるには厳しい。上位進出には展開の助けや極端な馬場バイアスが必要になるだろう。内枠（1枠）を引き当てたことでロスなく立ち回れるのは大きなプラス材料。鞍上の★谷原騎手がいかに内を捌いて導くかが勝負の分かれ目になりそうだ。
20260502_TOKYO_06,リボサンテ,7,"[{""label"": ""AI本命◎"", ""type"": ""good""}, {""label"": ""過剰人気"", ""type"": ""bad""}]",7頭立て中、AIによる総合指数は1位（スコア: 92.0）。本モデルが算出した各種ファクターの中で最も高い評価を獲得しており、今回のレースにおける絶対的な中心候補だ。単勝2.0倍と世間の人気は一本被りしているが、AIの勝率評価は0.4%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。鞍上は武豊騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_06,ノクターン,6,"[{""label"": ""対抗○"", ""type"": ""good""}, {""label"": ""過剰人気"", ""type"": ""bad""}]",7頭立て中、AIによる総合指数は2位（スコア: 66.8）。指数トップの馬とはわずか25.2ポイント差に迫っており、展開の綾や枠順の利で十分に逆転可能な圏内にいる。単勝1.7倍と世間の人気は一本被りしているが、AIの勝率評価は0.5%と辛口。期待値の観点からは過剰人気気味であり、配当妙味を考えると少し疑ってかかりたい存在だ。鞍上はルメール騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
20260502_TOKYO_06,オプレントジュエル,4,[],7頭立て中、AIによる総合指数は3位（スコア: 45.0）。上位馬と遜色ない能力スコアをマークしており、連軸やフォーメーションの2列目として馬券内に食い込むポテンシャルは極めて高い。鞍上は三浦騎手が務める。極端な不利のない枠番から、馬の持ち味をどう引き出すか注目したい。
